id_filme,titulo,data_lancamento,media_avaliacoes,numero_avaliacoes,popularidade,sinopse,idioma_original,generos,diretor,roteirista
1297763,Batman Ninja vs. Liga da Yakuza,2025-03-17,6.709,163,21.1869,"Nesta continuação de Batman Ninja, a Família Batman volta ao presente e descobre que o Japão desapareceu, e agora uma ilha gigante chamada “Hinomoto” flutua nos céus de Gotham City. No topo estão os Yakuza, um grupo de indivíduos superpoderosos que reinam sem honra ou humanidade e se parecem estranhamente com a Liga da Justiça. Agora, cabe a Batman e seus aliados salvar Gotham!",ja,"Animação, Ação",Shinji Takagi,Kazuki Nakashima
429,Três Homens em Conflito,1966-12-22,8.462,9030,19.259,"Durante o auge da Guerra Civil, um misterioso pistoleiro vaga pela fronteira do oeste. Ele não possui um lar, lealdade ou companhia... Até que encontra dois estrangeiros, que são tão brutos e desapegados quanto ele. Unidos pelo destino, os três homens juntam suas forças para tentar encontrar uma fortuna em ouro roubado. Mas trabalho em equipe não é uma coisa natural para voluntariosos pistoleiros, e eles logo descobrem que seu maior desafio é concentrar-se em sua perigosa missão — e em manterem-se vivos — atravessando um país arrasado pela guerra.",it,Faroeste,Sergio Leone,Luciano Vincenzoni
694943,배달노출: 알몸으로 유혹하기,2020-04-10,6.222,9,20.3688,,ko,Romance,Kong Ja-kwan,
18785,"Se Beber, Não Case!",2009-06-02,7.324,17289,20.1168,"Dois dias antes de seu casamento, Doug e três amigos vão de carro até Las Vegas para uma louca e memorável despedida de solteiro. Quando os três padrinhos acordam na manhã seguinte, eles não conseguem se lembrar de nada e notam que Doug desapareceu. Com pouco tempo de sobra, os amigos tentam refazer a noite anterior e encontrar Doug para que possam levá-lo de volta a Los Angeles a tempo de chegar ao altar.",en,Comédia,Todd Phillips,Jon Lucas
748783,Garfield - Fora de Casa,2024-04-30,7.055,1279,19.3248,"Garfield, o mundialmente famoso gato de interior que odeia segundas-feiras e adora lasanha, está prestes a ter uma aventura selvagem ao ar livre! Depois de um reencontro inesperado com seu pai há muito perdido – o desalinhado gato de rua Vic – Garfield e seu amigo canino Odie são forçados a deixar sua vida perfeitamente mimada para se juntarem a Vic em um assalto hilariante e de alto risco.",en,"Família, Comédia, Aventura, Animação",Mark Dindal,Mark Torgove
507086,Jurassic World: Domínio,2022-06-01,6.7,6414,21.2292,"Quatro anos após a destruição da Ilha Nublar, os dinossauros agora vivem – e caçam – ao lado de humanos em todo o mundo. Esse frágil equilíbrio remodelará o futuro e determinará, de uma vez por todas, se os seres humanos continuarão sendo os principais predadores em um planeta que agora compartilham com as criaturas mais temíveis da história.",en,"Aventura, Ação, Ficção científica",Colin Trevorrow,Emily Carmichael
1357633,Solo Leveling -Segundo Despertar-,2024-11-26,6.9,222,21.0025,"Mais de uma década após o surgimento dos “portões” que ligam os mundos, despertando “caçadores” com superpoderes, o caçador mais fraco, Sung Jinwoo, encontra uma masmorra dupla e aceita uma missão misteriosa, tornando-se o único capaz de subir de nível, mudando seu destino. Uma recapitulação da primeira temporada, juntamente com uma prévia exclusiva dos dois primeiros episódios da tão esperada segunda temporada, em uma experiência teatral memorável para os fãs.",ja,"Ação, Aventura, Fantasia, Animação",Shunsuke Nakashige,
21316,Leroy & Stitch,2006-06-23,6.554,559,18.4358,"Como recompensa por reunir os 625 experimentos, Lilo, Stitch, Jumba e Pleakley foram colocados em locais ao redor da galáxia onde cada um pensa estar ""no seu lugar"". Suas vidas viram de cabeça pra baixo quando o ignóbil Dr. Hamsterviel escapa da prisāo e força Jumba a criar um novo experimento, Leroy, o gêmeo malvado de Stitch. Para piorar as coisas, Hamsterviel logo clona a endiabrada criatura, formando seu proprio exército do mal. Agora cabe a Lilo reunir Stitch e o resto da turma dos cantos mais longínquos da galáxia para enfrentar a legião de Leroys. Ouando as coisas se complicam, nossos amigos descobrem que eles realmente devem permanecer juntos.",en,"Animação, Comédia, Família, Cinema TV",Bobs Gannaway,Bobs Gannaway
611251,女高生トリオ 性感試験,1977-02-23,0.0,0,18.7286,,ja,"Romance, Drama",Nobuaki Shirai,Akira Nakano
22,Piratas do Caribe: A Maldição do Pérola Negra,2003-07-09,7.8,21179,20.881,"O pirata Jack Sparrow tem seu navio saqueado e roubado pelo capitão Barbossa e sua tripulação. Com o navio de Sparrow, Barbossa invade a cidade de Port Royal, levando consigo Elizabeth Swann, filha do governador. Para recuperar sua embarcação, Sparrow recebe a ajuda de Will Turner, um grande amigo de Elizabeth. Eles desbravam os mares em direção à misteriosa Ilha da Morte, tentando impedir que os piratas-esqueleto derramem o sangue de Elizabeth para desfazer a maldição que os assola.",en,"Aventura, Fantasia, Ação",Gore Verbinski,Terry Rossio
774370,O Homem-Cão,2025-01-24,7.773,258,19.6793,"Quando um cão policial fiel e seu dono, um policial humano, se ferem juntos em serviço, uma negligente, mas salvadora cirurgia une os dois e o Homem-cão nasce. O Homem-cão deve proteger e servir – e buscar bolinhas, sentar e rolar. Enquanto o Homem-cão aceita sua nova identidade e luta para impressionar seu Chefe, ele deve impedir os planos malignos do supervilão felino, o gato Petey.",en,"Família, Comédia, Aventura, Animação",Peter Hastings,Peter Hastings
372058,Seu Nome,2016-08-26,8.5,11813,18.5549,"Mitsuha é a filha do prefeito de uma pequena cidade, mas sonha em tentar a sorte em Tóquio. Taki trabalha em um restaurante em Tóquio e deseja largar o seu emprego. Os dois não se conhecem, mas estão conectados pelas imagens de seus sonhos.",ja,"Animação, Romance, Drama",Makoto Shinkai,Makoto Shinkai
284053,Thor: Ragnarok,2017-10-02,7.584,21186,16.398,"Thor está preso do outro lado do universo. Ele precisa correr contra o tempo para voltar a Asgard e parar Ragnarok, a destruição de seu mundo, que está nas mãos da poderosa e implacável vilã Hela.",en,"Ação, Aventura, Ficção científica",Taika Waititi,Craig Kyle
588228,A Guerra do Amanhã,2021-09-03,7.5,3712,19.6029,"Em 2051, a humanidade está perdendo uma guerra global contra uma espécie mortal de alienígenas. Para garantir a sobrevivência dos humanos, soldados e civis do presente são transportados para o futuro e se juntam à luta, entre eles Dan Forester, um pai de família determinado a salvar o mundo para sua filha.",en,"Ação, Ficção científica, Aventura",Chris McKay,Zach Dean
793387,Holy Night: Demon Hunters,2025-04-30,6.088,17,18.662,"Holy Night é uma equipe que luta contra grupos que adoram demônios. Os membros da equipe da Holy Night são Bau, Sharon e Kim Gun. A habilidade especial de Bau é sua poderosa força física. Sharon tem a habilidade de identificar demônios e realizar exorcismos. Kim Gun ajuda Bau e Sharon. Enquanto isso, a psiquiatra Jung Won visita a equipe da Noite Santa para salvar sua irmã mais nova, Eun Seo. Um demônio reside no corpo de Eun Seo.",ko,"Ação, Fantasia, Terror",Lim Dae-hee,Lim Dae-hee
1043905,Dirty Angels,2024-12-11,6.258,264,20.763,Grupo de soldados mulheres que se disfarçam de médicas para resgatar adolescentes que estão entre o ISIS e as forças talibãs.,en,"Ação, Drama, Thriller, Guerra",Martin Campbell,Alissa Sullivan Haggis
537915,After,2019-04-11,7.119,8351,21.1836,"Tessa Young é uma jovem com uma vida simples, ótimas notas na escola, muitos amigos e um bom namorado. Todos os próximos passos de sua vida já estão planejados, mas as coisas mudam quando ela conhece um homem atraente e cheio de segredos sombrios.",en,"Romance, Drama",Jenny Gage,Susan McMartin
862,Toy Story: Um Mundo de Aventuras,1995-11-22,8.0,18899,20.4126,"Buzz Lightyear é o novo e sofisticado astronauta de brinquedo do garoto Andy. Buzz não imaginava que encontraria um rival: Woody, um cowboy de brinquedo que, dominado pelo ciúme, acredita ter perdido um lugar precioso no coração do seu dono. Os dois brinquedos vivem brigando até que vão parar nas garras do vizinho, um verdadeiro destruidor de brinquedos. Agora, mais do que nunca, Buzz e Woody precisam precisam se unir para escapar do perigo. Com a ajuda de seus amigos da caixa de brinquedos, eles vão viver uma incrível aventura.",en,"Animação, Aventura, Família, Comédia",John Lasseter,Joss Whedon
11036,Diário de uma Paixão,2004-05-25,7.891,11915,18.4761,"Na década de 40, o operário Noah Calhoun e a rica Allie estão desesperadamente apaixonados, mas os pais da jovem não aprovam o namoro. Quando Noah vai para a Segunda Guerra Mundial, parece ser o fim do romance. Enquanto isso, Allie se envolve com outro homem. Mas quando Noah retorna para a pequena cidade anos mais tarde, próximo ao casamento de Allie, logo se torna claro que a paixão ainda não acabou.",en,"Romance, Drama",Nick Cassavetes,Jeremy Leven
1276073,Explosão no Trem-Bala,2025-04-23,6.927,211,20.2696,"Um trem-bala rumo a Tóquio corre risco de explosão se a velocidade ficar abaixo de 100 km/h, e as autoridades correm contra o tempo para salvar todas as pessoas a bordo.",ja,"Ação, Thriller, Crime, Drama",Shinji Higuchi,Kazuhiro Nakagawa
1472668,Wick Is Pain,2025-05-08,7.406,53,18.971,Testemunhe imagens nunca antes vistas e a história real por trás do fenômeno John Wick – do filme independente à franquia bilionária.,en,Documentário,Jeffrey Doe,
585,Monstros S.A.,2001-11-01,7.8,18904,19.5432,"O astro do susto, Sulley, e seu falante assistente, Mike, trabalham na Monstros S.A., a maior fábrica de processamento de gritos da cidade de Monstrópolis. A principal fonte de energia do mundo dos monstros provém da coleta dos gritos das crianças humanas. Os monstros acreditam que as crianças são tóxicas, e entram em pânico quando uma menininha invade seu mundo. Sulley e Mike fazem de tudo para levar a garota de volta para casa, mas enfrentam desafios monstruosos e algumas situações hilárias em suas atrapalhadas aventuras.",en,"Animação, Comédia, Família",Pete Docter,Andrew Stanton
1337397,Pilya,2024-09-20,8.0,6,20.0643,,tl,"Drama, Romance",Haskey Sezan,
155,Batman: O Cavaleiro das Trevas,2008-07-16,8.52,33963,21.455,"Após dois anos desde o surgimento do Batman, os criminosos de Gotham City têm muito o que temer. Com a ajuda do tenente James Gordon e do promotor público Harvey Dent, Batman luta contra o crime organizado. Acuados com o combate, os chefes do crime aceitam a proposta feita pelo Coringa e o contratam para combater o Homem-Morcego.",en,"Drama, Ação, Crime, Thriller",Christopher Nolan,Jonathan Nolan
296096,Como Eu Era Antes de Você,2016-06-01,7.931,12682,19.3696,"Will é um garoto rico e bem-sucedido, até sofrer um grave acidente que o deixa preso a uma cadeira de rodas. Ele está profundamente depressivo e contrata uma garota do campo para cuidar dele. Ela sempre levou uma vida modesta, com dificuldades financeiras e problemas no trabalho, mas está disposta a provar para Will que ainda existem razões para viver.",en,"Drama, Romance",Thea Sharrock,Scott Neustadter
1034541,Terrifier 3,2024-10-09,6.8,1611,20.1784,O palhaço assassino Art está pronto para espalhar o caos sobre os moradores inocentes do Condado de Miles durante uma pacífica véspera de Natal.,en,"Terror, Thriller",Damien Leone,Damien Leone
2062,Ratatouille,2007-06-28,7.828,17558,18.9119,"Remy, morador de Paris, aprecia boa comida e tem um paladar bastante sofisticado. Ele adoraria se tornar um chef para poder criar e desfrutar de obras-primas culinárias para o deleite de seu coração. O único problema é que Remy é um rato. Quando acaba no esgoto debaixo de um dos melhores restaurantes de Paris, o roedor gourmet encontra-se na posição ideal para realizar o seu sonho.",en,"Animação, Comédia, Família, Fantasia",Brad Bird,Brad Bird
82023,Hotel Desire,2011-12-07,6.033,121,20.5453,"O filme conta a história de mãe solteira Antonia. Nos oito anos que se passaram desde o nascimento de seu filho, ela parou para tomar, além de deveres maternos e seu lugar como uma mulher. E parece que ela já chegou a um acordo com o seu triste destino. Resignada, ela observa que é para os homens da sua idade tornaram-se aparentemente invisível. Eles rotineiramente realizada neste dia insuportavelmente quente, o seu trabalho no Mare Mira hotel. É um dia como todos os outros. Até seu caminho cruza com um convidado que vê o mundo com olhos diferentes ...",de,"Drama, Romance",Sergej Moya,Sergej Moya
1100782,Sorria 2,2024-10-16,6.6,1589,21.5537,"A sequência vai girar em torno de Quinn Parsons (vivida por Naomi Scott, de Aladdin), uma cantora miserável em turnê que está tentando se recuperar do seu vício em drogas. Ela se tornará alvo da entidade do primeiro filme após seu traficante lhe passar a maldição.",en,"Terror, Mistério",Parker Finn,Parker Finn
974573,Outro Pequeno Favor,2025-03-07,5.85,347,18.2835,"Stephanie Smothers e Emily Nelson se reencontram na deslumbrante ilha de Capri, na Itália, para o extravagante casamento de Emily com um rico empresário italiano. Além de convidados glamorosos, espere que assassinato e traição confirmem presença em uma cerimônia repleta de reviravoltas, mais sinuosa do que a estrada da Marina Grande até a praça central de Capri.",en,"Comédia, Thriller, Crime",Paul Feig,Laeta Kalogridis
324552,John Wick: Um Novo Dia para Matar,2017-02-08,7.334,13477,21.5251,"O lendário John Wick é forçado a deixar a aposentadoria em função de um criminoso que conspira para tomar o controle de um clã de assassinos internacionais. Por causa de um pacto de sangue, John Wick viaja para Roma, com o objetivo de ajudar um velho amigo a derrubar a organização internacional secreta, perigosa e mortal de assassinos procurados em todo o mundo.",en,"Ação, Thriller, Crime",Chad Stahelski,Derek Kolstad
580988,Uma e Haggen: Mitos,2024-01-04,8.75,4,18.1489,"Em um reino mágico de influência viking e pré-hispânica, Uma e Haggen, dois improváveis amigos, partem juntos em uma aventura para salvar seus respectivos mundos e recuperar o trono.",es,"Animação, Família, Aventura",Benito Fernández,
